section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation detected on surface,fixation x [normalized],fixation y [normalized]
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,417,1649868517568674069,1649868518188691069,620,false,1.291575,0.521835
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,423,1649868521152475069,1649868522072689069,920,false,1.31861,0.548629
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,424,1649868522297068069,1649868522456962069,159,false,1.330475,0.548818
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,425,1649868522484916069,1649868522720767069,235,false,1.071936,0.602307
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,426,1649868522756674069,1649868523512659069,755,false,1.253135,0.563403
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,427,1649868523540984069,1649868523764673069,223,false,0.975519,0.646214
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,428,1649868523796680069,1649868524481095069,684,false,1.275925,0.601361
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,430,1649868525008482069,1649868526016754069,1008,false,1.272619,0.565156
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,431,1649868526060690069,1649868526772734069,712,false,1.837639,0.85898
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,442,1649868530321086069,1649868530537163069,216,false,3.532631,-0.331284
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,449,1649868533636715069,1649868534132473069,495,false,1.348907,0.543347
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,450,1649868534360691069,1649868535504721069,1144,false,1.340049,0.505441
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,451,1649868535556706069,1649868535872736069,316,false,2.338446,0.485967
e80e2636-dc06-44de-8a26-1cdc42b89df1,339cc055-f012-46c4-b76c-8f3c37239bdf,6,1649867084974757335,1649867086642674335,1667,false,1.07447,-0.237735
e80e2636-dc06-44de-8a26-1cdc42b89df1,339cc055-f012-46c4-b76c-8f3c37239bdf,9,1649867088603896335,1649867090622859335,2018,false,1.85829,-0.12635
e80e2636-dc06-44de-8a26-1cdc42b89df1,339cc055-f012-46c4-b76c-8f3c37239bdf,11,1649867091050730335,1649867094014787335,2964,false,1.648507,0.111
e80e2636-dc06-44de-8a26-1cdc42b89df1,339cc055-f012-46c4-b76c-8f3c37239bdf,23,1649867104354697335,1649867104982718335,628,false,1.621631,0.478906
e80e2636-dc06-44de-8a26-1cdc42b89df1,339cc055-f012-46c4-b76c-8f3c37239bdf,24,1649867105002726335,1649867106162740335,1160,false,1.71223,0.4303
e80e2636-dc06-44de-8a26-1cdc42b89df1,339cc055-f012-46c4-b76c-8f3c37239bdf,25,1649867106190719335,1649867107394713335,1203,false,1.405738,0.455256
e80e2636-dc06-44de-8a26-1cdc42b89df1,339cc055-f012-46c4-b76c-8f3c37239bdf,57,1649867126302663335,1649867126722695335,420,false,1.198903,-0.037311
